epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1661308550172,2022-08-23T22.35.50.172,3.613,0.005,0.006,-0.001
1661308550181,2022-08-23T22.35.50.181,3.622,0.004,0.007,-0.000
1661308550191,2022-08-23T22.35.50.191,3.632,0.000,0.011,-0.003
1661308550201,2022-08-23T22.35.50.201,3.642,-0.006,0.013,0.003
1661308550211,2022-08-23T22.35.50.211,3.652,-0.010,0.013,0.009
1661308550222,2022-08-23T22.35.50.222,3.663,-0.008,0.013,0.008
1661308550230,2022-08-23T22.35.50.230,3.671,0.001,0.014,0.009
1661308550241,2022-08-23T22.35.50.241,3.682,0.001,0.011,0.014
1661308550251,2022-08-23T22.35.50.251,3.692,-0.003,0.005,0.009
1661308550261,2022-08-23T22.35.50.261,3.702,-0.005,0.002,-0.001
1661308550271,2022-08-23T22.35.50.271,3.712,-0.005,0.002,-0.004
1661308550280,2022-08-23T22.35.50.280,3.721,-0.010,0.003,0.000
1661308550290,2022-08-23T22.35.50.290,3.731,-0.012,0.007,0.001
1661308550301,2022-08-23T22.35.50.301,3.742,-0.010,0.012,0.008
1661308550311,2022-08-23T22.35.50.311,3.752,-0.013,0.017,0.016
1661308550321,2022-08-23T22.35.50.321,3.762,-0.009,0.018,0.025
1661308550330,2022-08-23T22.35.50.330,3.771,-0.002,0.017,0.017
1661308550340,2022-08-23T22.35.50.340,3.781,-0.001,0.010,0.001
1661308550350,2022-08-23T22.35.50.350,3.791,-0.002,0.003,-0.007
1661308550361,2022-08-23T22.35.50.361,3.802,0.001,0.004,-0.013
1661308550370,2022-08-23T22.35.50.370,3.811,0.001,0.007,-0.017
1661308550381,2022-08-23T22.35.50.381,3.822,0.002,0.004,-0.018
1661308550390,2022-08-23T22.35.50.390,3.831,0.006,0.005,-0.012
1661308550400,2022-08-23T22.35.50.400,3.841,0.002,0.006,-0.002
1661308550411,2022-08-23T22.35.50.411,3.852,-0.000,0.006,0.004
1661308550421,2022-08-23T22.35.50.421,3.862,-0.007,0.009,0.007
1661308550430,2022-08-23T22.35.50.430,3.871,-0.007,0.012,0.013
1661308550440,2022-08-23T22.35.50.440,3.881,-0.010,0.015,0.023
1661308550450,2022-08-23T22.35.50.450,3.891,-0.017,0.017,0.026
1661308550460,2022-08-23T22.35.50.460,3.901,-0.019,0.020,0.025
1661308550469,2022-08-23T22.35.50.469,3.910,-0.014,0.017,0.021
1661308550479,2022-08-23T22.35.50.479,3.920,-0.008,0.014,0.010
1661308550490,2022-08-23T22.35.50.490,3.931,-0.003,0.011,0.001
1661308550500,2022-08-23T22.35.50.500,3.941,0.006,0.012,-0.004
1661308550510,2022-08-23T22.35.50.510,3.951,0.016,0.023,-0.003
1661308550519,2022-08-23T22.35.50.519,3.960,-0.002,0.016,-0.002
1661308550529,2022-08-23T22.35.50.529,3.970,-0.015,0.015,-0.000
1661308550539,2022-08-23T22.35.50.539,3.980,-0.012,0.008,0.011
1661308550550,2022-08-23T22.35.50.550,3.991,-0.015,0.008,0.013
1661308550560,2022-08-23T22.35.50.560,4.001,-0.015,0.009,0.010
1661308550569,2022-08-23T22.35.50.569,4.010,-0.011,0.002,0.010
1661308550579,2022-08-23T22.35.50.579,4.020,-0.009,0.000,0.009
1661308550589,2022-08-23T22.35.50.589,4.030,-0.004,0.007,0.000
1661308550600,2022-08-23T22.35.50.600,4.041,0.000,0.013,-0.009
1661308550610,2022-08-23T22.35.50.610,4.051,0.003,0.012,-0.010
1661308550620,2022-08-23T22.35.50.620,4.061,0.003,0.010,-0.006
1661308550629,2022-08-23T22.35.50.629,4.070,0.004,0.013,0.001
1661308550639,2022-08-23T22.35.50.639,4.080,0.005,0.007,0.008
1661308550649,2022-08-23T22.35.50.649,4.090,-0.005,0.005,0.008
1661308550660,2022-08-23T22.35.50.660,4.101,-0.007,0.010,0.006
1661308550668,2022-08-23T22.35.50.668,4.109,-0.009,0.014,0.009
1661308550679,2022-08-23T22.35.50.679,4.120,-0.007,0.017,0.014
1661308550689,2022-08-23T22.35.50.689,4.130,-0.004,0.017,0.011
1661308550699,2022-08-23T22.35.50.699,4.140,-0.008,0.016,0.007
1661308550708,2022-08-23T22.35.50.708,4.149,-0.009,0.016,0.009
1661308550718,2022-08-23T22.35.50.718,4.159,-0.003,0.010,0.009
1661308550728,2022-08-23T22.35.50.728,4.169,-0.006,0.010,0.006
1661308550739,2022-08-23T22.35.50.739,4.180,-0.010,0.008,0.001
1661308550749,2022-08-23T22.35.50.749,4.190,-0.007,0.008,-0.003
1661308550758,2022-08-23T22.35.50.758,4.199,-0.003,0.007,0.002
1661308550768,2022-08-23T22.35.50.768,4.209,-0.003,0.009,0.002
1661308550778,2022-08-23T22.35.50.778,4.219,-0.004,0.011,-0.002
1661308550788,2022-08-23T22.35.50.788,4.229,0.002,0.005,-0.006
1661308550799,2022-08-23T22.35.50.799,4.240,0.008,0.005,-0.005
1661308550808,2022-08-23T22.35.50.808,4.249,0.006,0.004,-0.002
1661308550818,2022-08-23T22.35.50.818,4.259,-0.002,0.001,-0.000
1661308550828,2022-08-23T22.35.50.828,4.269,-0.006,0.008,0.002
1661308550838,2022-08-23T22.35.50.838,4.279,-0.007,0.014,0.002
1661308550849,2022-08-23T22.35.50.849,4.290,-0.008,0.014,0.008
1661308550857,2022-08-23T22.35.50.857,4.298,-0.004,0.015,0.013
1661308550868,2022-08-23T22.35.50.868,4.309,-0.003,0.013,0.017
1661308550878,2022-08-23T22.35.50.878,4.319,-0.013,0.015,0.015
1661308550888,2022-08-23T22.35.50.888,4.329,-0.009,0.019,0.004
1661308550898,2022-08-23T22.35.50.898,4.339,0.001,0.016,-0.001
1661308550907,2022-08-23T22.35.50.907,4.348,-0.000,0.016,0.006
1661308550917,2022-08-23T22.35.50.917,4.358,-0.008,0.014,0.008
1661308550928,2022-08-23T22.35.50.928,4.369,-0.009,0.008,0.002
1661308550938,2022-08-23T22.35.50.938,4.379,0.009,0.011,0.001
1661308550948,2022-08-23T22.35.50.948,4.389,0.015,0.011,0.002
1661308550957,2022-08-23T22.35.50.957,4.398,-0.006,-0.000,-0.002
1661308550967,2022-08-23T22.35.50.967,4.408,-0.014,-0.000,-0.002
1661308550977,2022-08-23T22.35.50.977,4.418,-0.010,0.006,0.003
1661308550988,2022-08-23T22.35.50.988,4.429,-0.002,0.014,0.006
1661308550996,2022-08-23T22.35.50.996,4.437,-0.005,0.015,0.001
1661308551007,2022-08-23T22.35.51.007,4.448,-0.009,0.016,0.003
1661308551017,2022-08-23T22.35.51.017,4.458,-0.004,0.014,0.007
1661308551027,2022-08-23T22.35.51.027,4.468,0.000,0.010,0.009
1661308551038,2022-08-23T22.35.51.038,4.479,0.002,0.010,0.006
1661308551046,2022-08-23T22.35.51.046,4.487,-0.006,0.013,0.003
1661308551057,2022-08-23T22.35.51.057,4.498,-0.005,0.014,0.003
1661308551067,2022-08-23T22.35.51.067,4.508,-0.006,0.015,0.007
1661308551077,2022-08-23T22.35.51.077,4.518,-0.009,0.012,0.010
1661308551087,2022-08-23T22.35.51.087,4.528,-0.006,0.010,0.013
1661308551096,2022-08-23T22.35.51.096,4.537,-0.002,0.011,0.008
1661308551106,2022-08-23T22.35.51.106,4.547,-0.001,0.011,0.004
1661308551117,2022-08-23T22.35.51.117,4.558,-0.001,0.010,-0.001
1661308551127,2022-08-23T22.35.51.127,4.568,-0.000,0.012,-0.003
1661308551137,2022-08-23T22.35.51.137,4.578,-0.004,0.016,-0.003
1661308551146,2022-08-23T22.35.51.146,4.587,-0.007,0.011,-0.001
1661308551156,2022-08-23T22.35.51.156,4.597,-0.005,0.009,0.003
1661308551166,2022-08-23T22.35.51.166,4.607,-0.002,0.006,0.004
1661308551177,2022-08-23T22.35.51.177,4.618,-0.007,0.005,0.003
1661308551187,2022-08-23T22.35.51.187,4.628,-0.003,0.002,0.010
1661308551196,2022-08-23T22.35.51.196,4.637,-0.002,0.006,0.014
1661308551206,2022-08-23T22.35.51.206,4.647,-0.007,0.011,0.010
1661308551216,2022-08-23T22.35.51.216,4.657,-0.004,0.016,0.002
1661308551226,2022-08-23T22.35.51.226,4.667,0.001,0.020,-0.001
1661308551237,2022-08-23T22.35.51.237,4.678,-0.000,0.016,0.001
1661308551246,2022-08-23T22.35.51.246,4.687,-0.004,0.007,0.006
1661308551256,2022-08-23T22.35.51.256,4.697,-0.003,0.011,0.004
1661308551266,2022-08-23T22.35.51.266,4.707,-0.003,0.011,-0.005
1661308551276,2022-08-23T22.35.51.276,4.717,-0.003,0.007,-0.005
1661308551285,2022-08-23T22.35.51.285,4.726,-0.005,0.011,0.003
1661308551295,2022-08-23T22.35.51.295,4.736,-0.009,0.016,0.013
1661308551306,2022-08-23T22.35.51.306,4.747,-0.009,0.017,0.015
1661308551316,2022-08-23T22.35.51.316,4.757,-0.003,0.019,0.017
1661308551326,2022-08-23T22.35.51.326,4.767,0.000,0.020,0.013
1661308551335,2022-08-23T22.35.51.335,4.776,0.001,0.015,0.007
1661308551345,2022-08-23T22.35.51.345,4.786,0.005,0.018,0.009
1661308551355,2022-08-23T22.35.51.355,4.796,-0.000,0.023,0.019
1661308551366,2022-08-23T22.35.51.366,4.807,-0.010,0.025,0.017
1661308551376,2022-08-23T22.35.51.376,4.817,-0.007,0.021,0.007
1661308551385,2022-08-23T22.35.51.385,4.826,-0.002,0.020,0.011
1661308551395,2022-08-23T22.35.51.395,4.836,-0.003,0.010,0.008
1661308551405,2022-08-23T22.35.51.405,4.846,-0.004,-0.005,-0.002
1661308551415,2022-08-23T22.35.51.415,4.856,-0.006,-0.013,-0.007
1661308551426,2022-08-23T22.35.51.426,4.867,-0.011,-0.017,-0.014
1661308551436,2022-08-23T22.35.51.436,4.877,-0.009,-0.015,-0.017
1661308551445,2022-08-23T22.35.51.445,4.886,-0.005,-0.006,-0.013
1661308551455,2022-08-23T22.35.51.455,4.896,0.001,0.002,-0.005
1661308551465,2022-08-23T22.35.51.465,4.906,0.002,0.009,-0.002
1661308551475,2022-08-23T22.35.51.475,4.916,0.005,0.014,0.001
1661308551484,2022-08-23T22.35.51.484,4.925,0.003,0.016,0.014
1661308551495,2022-08-23T22.35.51.495,4.936,0.001,0.015,0.015
1661308551505,2022-08-23T22.35.51.505,4.946,-0.003,0.014,0.015
1661308551515,2022-08-23T22.35.51.515,4.956,-0.008,0.015,0.012
1661308551524,2022-08-23T22.35.51.524,4.965,-0.008,0.018,0.005
1661308551534,2022-08-23T22.35.51.534,4.975,-0.007,0.011,0.002
1661308551544,2022-08-23T22.35.51.544,4.985,-0.009,0.008,0.002
1661308551555,2022-08-23T22.35.51.555,4.996,-0.005,0.007,-0.000
1661308551565,2022-08-23T22.35.51.565,5.006,0.001,0.007,0.000
1661308551574,2022-08-23T22.35.51.574,5.015,-0.000,0.005,0.002
1661308551584,2022-08-23T22.35.51.584,5.025,0.002,0.006,0.004
1661308551594,2022-08-23T22.35.51.594,5.035,0.002,0.008,0.005
1661308551604,2022-08-23T22.35.51.604,5.045,-0.004,0.009,0.004
1661308551615,2022-08-23T22.35.51.615,5.056,-0.002,0.011,0.004
1661308551623,2022-08-23T22.35.51.623,5.064,-0.005,0.014,-0.000
1661308551634,2022-08-23T22.35.51.634,5.075,-0.007,0.013,0.001
1661308551644,2022-08-23T22.35.51.644,5.085,-0.004,0.009,0.006
1661308551654,2022-08-23T22.35.51.654,5.095,-0.003,0.006,0.008
1661308551664,2022-08-23T22.35.51.664,5.105,-0.004,0.012,0.006
1661308551673,2022-08-23T22.35.51.673,5.114,-0.002,0.011,0.004
1661308551684,2022-08-23T22.35.51.684,5.125,-0.006,0.011,0.000
1661308551694,2022-08-23T22.35.51.694,5.135,-0.009,0.013,0.004
1661308551704,2022-08-23T22.35.51.704,5.145,-0.007,0.011,0.011
1661308551714,2022-08-23T22.35.51.714,5.155,-0.006,0.012,0.013
1661308551723,2022-08-23T22.35.51.723,5.164,-0.005,0.014,0.008
1661308551733,2022-08-23T22.35.51.733,5.174,0.001,0.016,0.001
1661308551744,2022-08-23T22.35.51.744,5.185,0.001,0.016,0.001
1661308551754,2022-08-23T22.35.51.754,5.195,0.002,0.011,0.005
1661308551764,2022-08-23T22.35.51.764,5.205,-0.002,0.003,0.007
1661308551773,2022-08-23T22.35.51.773,5.214,-0.006,0.005,0.005
1661308551783,2022-08-23T22.35.51.783,5.224,-0.007,0.011,0.007
1661308551793,2022-08-23T22.35.51.793,5.234,-0.008,0.016,0.007
1661308551804,2022-08-23T22.35.51.804,5.245,-0.005,0.015,0.009
1661308551814,2022-08-23T22.35.51.814,5.255,-0.005,0.018,0.013
1661308551823,2022-08-23T22.35.51.823,5.264,-0.003,0.015,0.009
1661308551833,2022-08-23T22.35.51.833,5.274,-0.006,0.013,0.004
1661308551843,2022-08-23T22.35.51.843,5.284,-0.004,0.013,-0.002
1661308551853,2022-08-23T22.35.51.853,5.294,-0.005,0.015,-0.001
1661308551862,2022-08-23T22.35.51.862,5.303,-0.001,0.012,0.006
1661308551872,2022-08-23T22.35.51.872,5.313,0.004,0.007,0.010
1661308551883,2022-08-23T22.35.51.883,5.324,0.004,0.005,0.006
1661308551893,2022-08-23T22.35.51.893,5.334,0.004,0.004,-0.005
1661308551903,2022-08-23T22.35.51.903,5.344,0.007,0.006,-0.015
1661308551912,2022-08-23T22.35.51.912,5.353,0.009,0.013,-0.013
1661308551924,2022-08-23T22.35.51.924,5.365,-0.003,0.001,-0.005
1661308551933,2022-08-23T22.35.51.933,5.374,-0.006,0.006,0.002
1661308551943,2022-08-23T22.35.51.943,5.384,-0.007,0.017,0.007
1661308551953,2022-08-23T22.35.51.953,5.394,-0.010,0.018,0.008
1661308551962,2022-08-23T22.35.51.962,5.403,-0.005,0.012,0.006
1661308551972,2022-08-23T22.35.51.972,5.413,-0.002,0.013,0.016
1661308551982,2022-08-23T22.35.51.982,5.423,-0.009,0.020,0.018
1661308551993,2022-08-23T22.35.51.993,5.434,-0.009,0.021,0.011
1661308552003,2022-08-23T22.35.52.003,5.444,0.001,0.015,0.008
1661308552012,2022-08-23T22.35.52.012,5.453,-0.002,0.014,0.006
1661308552022,2022-08-23T22.35.52.022,5.463,-0.007,0.013,0.005
1661308552032,2022-08-23T22.35.52.032,5.473,-0.009,0.010,0.004
1661308552042,2022-08-23T22.35.52.042,5.483,-0.003,0.014,0.004
1661308552053,2022-08-23T22.35.52.053,5.494,0.000,0.013,0.002
1661308552061,2022-08-23T22.35.52.061,5.502,-0.001,0.009,-0.002
1661308552072,2022-08-23T22.35.52.072,5.513,0.001,0.010,0.001
1661308552082,2022-08-23T22.35.52.082,5.523,0.001,0.014,-0.005
1661308552092,2022-08-23T22.35.52.092,5.533,0.005,0.009,-0.010
1661308552101,2022-08-23T22.35.52.101,5.542,0.001,0.006,-0.011
1661308552111,2022-08-23T22.35.52.111,5.552,-0.004,0.009,-0.006
1661308552121,2022-08-23T22.35.52.121,5.562,-0.004,0.005,-0.003
1661308552132,2022-08-23T22.35.52.132,5.573,-0.004,-0.002,0.002
1661308552142,2022-08-23T22.35.52.142,5.583,-0.003,0.005,0.009
1661308552151,2022-08-23T22.35.52.151,5.592,-0.001,0.009,0.010
1661308552163,2022-08-23T22.35.52.163,5.604,-0.001,0.012,0.006
1661308552171,2022-08-23T22.35.52.171,5.612,0.002,0.019,0.005
1661308552182,2022-08-23T22.35.52.182,5.623,0.000,0.023,0.007
1661308552192,2022-08-23T22.35.52.192,5.633,-0.003,0.022,0.013
1661308552202,2022-08-23T22.35.52.202,5.643,-0.004,0.016,0.016
1661308552211,2022-08-23T22.35.52.211,5.652,-0.004,0.010,0.013
1661308552221,2022-08-23T22.35.52.221,5.662,-0.009,0.012,0.006
1661308552231,2022-08-23T22.35.52.231,5.672,-0.005,0.010,0.001
1661308552242,2022-08-23T22.35.52.242,5.683,-0.006,0.009,0.002
1661308552252,2022-08-23T22.35.52.252,5.693,-0.007,0.012,0.005
1661308552261,2022-08-23T22.35.52.261,5.702,-0.006,0.015,0.006
1661308552271,2022-08-23T22.35.52.271,5.712,-0.000,0.016,0.004
1661308552281,2022-08-23T22.35.52.281,5.722,0.004,0.019,0.003
1661308552291,2022-08-23T22.35.52.291,5.732,0.005,0.017,0.002
1661308552300,2022-08-23T22.35.52.300,5.741,-0.003,0.013,-0.000
1661308552310,2022-08-23T22.35.52.310,5.751,-0.003,0.011,0.004
1661308552321,2022-08-23T22.35.52.321,5.762,-0.004,0.013,0.007
1661308552331,2022-08-23T22.35.52.331,5.772,-0.004,0.015,0.004
1661308552341,2022-08-23T22.35.52.341,5.782,0.000,0.012,-0.002
1661308552350,2022-08-23T22.35.52.350,5.791,0.000,0.011,-0.001
1661308552360,2022-08-23T22.35.52.360,5.801,-0.004,0.010,-0.001
1661308552371,2022-08-23T22.35.52.371,5.812,-0.004,0.009,0.000
1661308552381,2022-08-23T22.35.52.381,5.822,-0.005,0.012,0.003
1661308552391,2022-08-23T22.35.52.391,5.832,-0.004,0.018,0.009
1661308552400,2022-08-23T22.35.52.400,5.841,0.002,0.024,0.015
1661308552410,2022-08-23T22.35.52.410,5.851,0.000,0.023,0.016
1661308552420,2022-08-23T22.35.52.420,5.861,-0.001,0.019,0.015
1661308552431,2022-08-23T22.35.52.431,5.872,-0.001,0.015,0.006
1661308552439,2022-08-23T22.35.52.439,5.880,-0.003,0.013,-0.003
1661308552450,2022-08-23T22.35.52.450,5.891,-0.007,0.012,-0.004
1661308552460,2022-08-23T22.35.52.460,5.901,-0.006,0.013,-0.001
1661308552470,2022-08-23T22.35.52.470,5.911,-0.005,0.013,0.001
1661308552480,2022-08-23T22.35.52.480,5.921,-0.008,0.011,0.001
1661308552489,2022-08-23T22.35.52.489,5.930,-0.009,0.014,0.004
1661308552499,2022-08-23T22.35.52.499,5.940,-0.001,0.016,0.007
1661308552510,2022-08-23T22.35.52.510,5.951,0.008,0.018,0.012
1661308552520,2022-08-23T22.35.52.520,5.961,0.003,0.017,0.016
1661308552530,2022-08-23T22.35.52.530,5.971,-0.005,0.018,0.010
1661308552539,2022-08-23T22.35.52.539,5.980,-0.006,0.018,-0.006
1661308552549,2022-08-23T22.35.52.549,5.990,-0.001,0.016,-0.012
1661308552559,2022-08-23T22.35.52.559,6.000,-0.001,0.015,-0.002
1661308552570,2022-08-23T22.35.52.570,6.011,-0.005,0.012,0.010
1661308552580,2022-08-23T22.35.52.580,6.021,-0.004,0.009,0.010
1661308552589,2022-08-23T22.35.52.589,6.030,0.001,0.012,0.004
1661308552599,2022-08-23T22.35.52.599,6.040,0.004,0.015,0.005
1661308552609,2022-08-23T22.35.52.609,6.050,-0.002,0.017,0.008
1661308552620,2022-08-23T22.35.52.620,6.061,-0.000,0.019,0.007
1661308552630,2022-08-23T22.35.52.630,6.071,-0.002,0.022,0.005
1661308552639,2022-08-23T22.35.52.639,6.080,-0.008,0.024,0.006
1661308552649,2022-08-23T22.35.52.649,6.090,-0.006,0.022,0.008
1661308552659,2022-08-23T22.35.52.659,6.100,-0.003,0.017,0.013
1661308552669,2022-08-23T22.35.52.669,6.110,-0.010,0.011,0.012
1661308552680,2022-08-23T22.35.52.680,6.121,-0.009,0.009,0.008
1661308552688,2022-08-23T22.35.52.688,6.129,-0.010,0.013,0.005
1661308552699,2022-08-23T22.35.52.699,6.140,-0.007,0.021,0.003
1661308552709,2022-08-23T22.35.52.709,6.150,0.003,0.028,0.011
1661308552719,2022-08-23T22.35.52.719,6.160,0.002,0.031,0.020
1661308552728,2022-08-23T22.35.52.728,6.169,0.003,0.029,0.014
1661308552740,2022-08-23T22.35.52.740,6.181,0.008,0.024,0.008
1661308552748,2022-08-23T22.35.52.748,6.189,0.005,0.014,-0.004
1661308552759,2022-08-23T22.35.52.759,6.200,0.012,0.012,-0.022
1661308552769,2022-08-23T22.35.52.769,6.210,0.024,0.017,-0.025
1661308552778,2022-08-23T22.35.52.778,6.219,0.006,0.002,-0.019
1661308552788,2022-08-23T22.35.52.788,6.229,-0.004,-0.008,-0.008
1661308552798,2022-08-23T22.35.52.798,6.239,-0.004,-0.008,0.001
1661308552809,2022-08-23T22.35.52.809,6.250,-0.011,0.002,0.006
1661308552819,2022-08-23T22.35.52.819,6.260,-0.016,0.006,0.010
1661308552828,2022-08-23T22.35.52.828,6.269,-0.010,0.013,0.020
1661308552838,2022-08-23T22.35.52.838,6.279,-0.005,0.026,0.026
1661308552848,2022-08-23T22.35.52.848,6.289,-0.005,0.033,0.020
1661308552858,2022-08-23T22.35.52.858,6.299,-0.006,0.028,0.007
1661308552869,2022-08-23T22.35.52.869,6.310,-0.005,0.026,-0.001
1661308552877,2022-08-23T22.35.52.877,6.318,-0.001,0.022,0.000
1661308552888,2022-08-23T22.35.52.888,6.329,0.001,0.012,0.000
1661308552898,2022-08-23T22.35.52.898,6.339,0.003,0.008,0.004
1661308552908,2022-08-23T22.35.52.908,6.349,-0.005,0.005,0.009
1661308552918,2022-08-23T22.35.52.918,6.359,-0.007,0.008,0.009
1661308552927,2022-08-23T22.35.52.927,6.368,-0.006,0.011,0.007
1661308552937,2022-08-23T22.35.52.937,6.378,-0.005,0.016,0.008
1661308552948,2022-08-23T22.35.52.948,6.389,-0.003,0.023,0.012
1661308552958,2022-08-23T22.35.52.958,6.399,-0.008,0.022,0.021
1661308552968,2022-08-23T22.35.52.968,6.409,-0.014,0.023,0.028
1661308552978,2022-08-23T22.35.52.978,6.419,-0.015,0.025,0.022
1661308552987,2022-08-23T22.35.52.987,6.428,-0.016,0.026,0.016
1661308552997,2022-08-23T22.35.52.997,6.438,-0.016,0.025,0.015
1661308553008,2022-08-23T22.35.53.008,6.449,-0.018,0.022,0.012
1661308553018,2022-08-23T22.35.53.018,6.459,-0.020,0.021,0.017
1661308553027,2022-08-23T22.35.53.027,6.468,-0.022,0.024,0.031
1661308553037,2022-08-23T22.35.53.037,6.478,-0.023,0.028,0.031
1661308553047,2022-08-23T22.35.53.047,6.488,-0.023,0.024,0.030
1661308553058,2022-08-23T22.35.53.058,6.499,-0.024,0.009,0.020
1661308553066,2022-08-23T22.35.53.066,6.507,-0.021,0.002,-0.000
1661308553077,2022-08-23T22.35.53.077,6.518,0.002,0.008,-0.165
1661308553087,2022-08-23T22.35.53.087,6.528,-0.007,-0.006,-0.123
1661308553097,2022-08-23T22.35.53.097,6.538,0.011,-0.050,-0.040
1661308553107,2022-08-23T22.35.53.107,6.548,0.030,-0.053,-0.018
1661308553116,2022-08-23T22.35.53.116,6.557,0.038,-0.039,0.025
1661308553126,2022-08-23T22.35.53.126,6.567,0.048,-0.038,0.020
1661308553137,2022-08-23T22.35.53.137,6.578,0.021,-0.058,-0.023
1661308553147,2022-08-23T22.35.53.147,6.588,-0.027,-0.078,-0.032
1661308553157,2022-08-23T22.35.53.157,6.598,-0.067,-0.071,-0.045
1661308553166,2022-08-23T22.35.53.166,6.607,-0.053,-0.027,-0.096
1661308553176,2022-08-23T22.35.53.176,6.617,-0.002,0.029,-0.165
1661308553186,2022-08-23T22.35.53.186,6.627,0.055,0.056,-0.266
1661308553197,2022-08-23T22.35.53.197,6.638,0.143,0.145,-0.482
1661308553207,2022-08-23T22.35.53.207,6.648,0.128,0.162,-0.594
1661308553216,2022-08-23T22.35.53.216,6.657,0.082,0.041,-0.568
1661308553226,2022-08-23T22.35.53.226,6.667,0.077,0.018,-0.545
1661308553236,2022-08-23T22.35.53.236,6.677,0.075,-0.018,-0.557
1661308553246,2022-08-23T22.35.53.246,6.687,0.054,-0.052,-0.552
1661308553257,2022-08-23T22.35.53.257,6.698,0.025,-0.060,-0.504
1661308553266,2022-08-23T22.35.53.266,6.707,-0.028,-0.097,-0.439
1661308553276,2022-08-23T22.35.53.276,6.717,-0.049,-0.119,-0.379
1661308553286,2022-08-23T22.35.53.286,6.727,-0.037,-0.122,-0.311
1661308553296,2022-08-23T22.35.53.296,6.737,-0.011,-0.121,-0.251
1661308553307,2022-08-23T22.35.53.307,6.748,-0.005,-0.115,-0.228
1661308553315,2022-08-23T22.35.53.315,6.756,-0.003,-0.113,-0.184
1661308553326,2022-08-23T22.35.53.326,6.767,-0.005,-0.115,-0.140
1661308553336,2022-08-23T22.35.53.336,6.777,-0.017,-0.102,-0.113
1661308553346,2022-08-23T22.35.53.346,6.787,0.000,-0.067,-0.118
1661308553355,2022-08-23T22.35.53.355,6.796,0.034,-0.030,-0.109
1661308553365,2022-08-23T22.35.53.365,6.806,0.050,0.007,-0.073
1661308553375,2022-08-23T22.35.53.375,6.816,0.057,0.025,-0.068
1661308553386,2022-08-23T22.35.53.386,6.827,0.056,0.038,-0.039
1661308553396,2022-08-23T22.35.53.396,6.837,0.066,0.040,-0.050
1661308553405,2022-08-23T22.35.53.405,6.846,0.054,0.047,-0.035
1661308553415,2022-08-23T22.35.53.415,6.856,0.051,0.046,-0.059
1661308553425,2022-08-23T22.35.53.425,6.866,0.047,0.046,-0.075
1661308553435,2022-08-23T22.35.53.435,6.876,0.037,0.045,-0.063
1661308553446,2022-08-23T22.35.53.446,6.887,0.040,0.041,-0.051
1661308553454,2022-08-23T22.35.53.454,6.895,0.048,0.032,-0.041
1661308553465,2022-08-23T22.35.53.465,6.906,0.042,0.022,-0.029
1661308553475,2022-08-23T22.35.53.475,6.916,0.038,0.013,-0.023
1661308553485,2022-08-23T22.35.53.485,6.926,0.031,0.005,-0.024
1661308553496,2022-08-23T22.35.53.496,6.937,0.021,0.013,-0.030
1661308553504,2022-08-23T22.35.53.504,6.945,0.035,0.027,-0.017
1661308553515,2022-08-23T22.35.53.515,6.956,0.053,0.040,0.004
1661308553525,2022-08-23T22.35.53.525,6.966,0.055,0.044,0.025
1661308553535,2022-08-23T22.35.53.535,6.976,0.057,0.044,0.029
1661308553545,2022-08-23T22.35.53.545,6.986,0.067,0.053,0.036
1661308553554,2022-08-23T22.35.53.554,6.995,0.086,0.060,0.044
1661308553564,2022-08-23T22.35.53.564,7.005,0.089,0.059,0.051
1661308553575,2022-08-23T22.35.53.575,7.016,0.085,0.055,0.065
1661308553585,2022-08-23T22.35.53.585,7.026,0.093,0.050,0.046
1661308553594,2022-08-23T22.35.53.594,7.035,0.067,0.059,0.082
1661308553604,2022-08-23T22.35.53.604,7.045,0.069,0.065,0.082
1661308553614,2022-08-23T22.35.53.614,7.055,0.085,0.069,0.077
1661308553624,2022-08-23T22.35.53.624,7.065,0.080,0.065,0.089
1661308553635,2022-08-23T22.35.53.635,7.076,0.063,0.062,0.092
1661308553643,2022-08-23T22.35.53.643,7.084,0.063,0.066,0.098
1661308553654,2022-08-23T22.35.53.654,7.095,0.072,0.077,0.099
1661308553664,2022-08-23T22.35.53.664,7.105,0.079,0.094,0.088
1661308553674,2022-08-23T22.35.53.674,7.115,0.096,0.107,0.099
1661308553684,2022-08-23T22.35.53.684,7.125,0.107,0.111,0.120
1661308553693,2022-08-23T22.35.53.693,7.134,0.093,0.106,0.131
1661308553704,2022-08-23T22.35.53.704,7.145,0.083,0.105,0.145
1661308553714,2022-08-23T22.35.53.714,7.155,0.071,0.111,0.164
1661308553724,2022-08-23T22.35.53.724,7.165,0.068,0.116,0.169
1661308553734,2022-08-23T22.35.53.734,7.175,0.082,0.122,0.185
1661308553743,2022-08-23T22.35.53.743,7.184,0.087,0.121,0.229
1661308553753,2022-08-23T22.35.53.753,7.194,0.073,0.112,0.282
1661308553764,2022-08-23T22.35.53.764,7.205,0.060,0.116,0.323
1661308553774,2022-08-23T22.35.53.774,7.215,0.065,0.122,0.359
1661308553784,2022-08-23T22.35.53.784,7.225,0.071,0.122,0.385
1661308553794,2022-08-23T22.35.53.794,7.235,0.061,0.124,0.408
1661308553803,2022-08-23T22.35.53.803,7.244,0.071,0.119,0.377
